t,timestamp,value,regime_hint,source_y_name,y_units,original_index,source_y_name_ru,recommended_group,source_dataset
449,2014-02-27 04:02:00,38.002,normal,EC2 CPU utilization,%,806,загрузка процессора сервера EC2,main_recommended,NAB
450,2014-02-27 04:57:00,39.296,normal,EC2 CPU utilization,%,808,загрузка процессора сервера EC2,main_recommended,NAB
451,2014-02-27 05:42:00,39.04,normal,EC2 CPU utilization,%,810,загрузка процессора сервера EC2,main_recommended,NAB
452,2014-02-27 06:12:00,38.192,normal,EC2 CPU utilization,%,812,загрузка процессора сервера EC2,main_recommended,NAB
453,2014-02-27 06:32:00,36.408,normal,EC2 CPU utilization,%,813,загрузка процессора сервера EC2,main_recommended,NAB
454,2014-02-27 07:22:00,36.996,normal,EC2 CPU utilization,%,815,загрузка процессора сервера EC2,main_recommended,NAB
455,2014-02-27 08:12:00,35.61,normal,EC2 CPU utilization,%,817,загрузка процессора сервера EC2,main_recommended,NAB
456,2014-02-27 09:02:00,36.958,normal,EC2 CPU utilization,%,819,загрузка процессора сервера EC2,main_recommended,NAB
457,2014-02-27 09:32:00,37.414,normal,EC2 CPU utilization,%,821,загрузка процессора сервера EC2,main_recommended,NAB
458,2014-02-27 09:57:00,39.86,normal,EC2 CPU utilization,%,822,загрузка процессора сервера EC2,main_recommended,NAB
459,2014-02-27 10:52:00,36.678,normal,EC2 CPU utilization,%,824,загрузка процессора сервера EC2,main_recommended,NAB
460,2014-02-27 11:27:00,35.376,normal,EC2 CPU utilization,%,826,загрузка процессора сервера EC2,main_recommended,NAB
461,2014-02-27 12:12:00,37.324,normal,EC2 CPU utilization,%,828,загрузка процессора сервера EC2,main_recommended,NAB
462,2014-02-27 12:57:00,39.038,normal,EC2 CPU utilization,%,830,загрузка процессора сервера EC2,main_recommended,NAB
463,2014-02-27 13:27:00,37.206,normal,EC2 CPU utilization,%,831,загрузка процессора сервера EC2,main_recommended,NAB
464,2014-02-27 14:12:00,37.816,normal,EC2 CPU utilization,%,833,загрузка процессора сервера EC2,main_recommended,NAB
465,2014-02-27 15:02:00,40.0,normal,EC2 CPU utilization,%,835,загрузка процессора сервера EC2,main_recommended,NAB
466,2014-02-27 15:37:00,36.972,normal,EC2 CPU utilization,%,837,загрузка процессора сервера EC2,main_recommended,NAB
467,2014-02-27 16:27:00,37.666,normal,EC2 CPU utilization,%,839,загрузка процессора сервера EC2,main_recommended,NAB
468,2014-02-27 16:57:00,40.152,normal,EC2 CPU utilization,%,840,загрузка процессора сервера EC2,main_recommended,NAB
469,2014-02-27 18:17:00,37.784,normal,EC2 CPU utilization,%,844,загрузка процессора сервера EC2,main_recommended,NAB
470,2014-02-27 19:07:00,40.118,normal,EC2 CPU utilization,%,846,загрузка процессора сервера EC2,main_recommended,NAB
471,2014-02-27 19:52:00,39.484,normal,EC2 CPU utilization,%,848,загрузка процессора сервера EC2,main_recommended,NAB
472,2014-02-27 20:02:00,38.146,normal,EC2 CPU utilization,%,849,загрузка процессора сервера EC2,main_recommended,NAB
473,2014-02-27 20:57:00,39.53,normal,EC2 CPU utilization,%,851,загрузка процессора сервера EC2,main_recommended,NAB
474,2014-02-27 21:37:00,38.852,normal,EC2 CPU utilization,%,853,загрузка процессора сервера EC2,main_recommended,NAB
475,2014-02-27 22:17:00,37.782,normal,EC2 CPU utilization,%,855,загрузка процессора сервера EC2,main_recommended,NAB
476,2014-02-27 23:17:00,37.558,normal,EC2 CPU utilization,%,857,загрузка процессора сервера EC2,main_recommended,NAB
477,2014-02-27 23:37:00,39.014,normal,EC2 CPU utilization,%,858,загрузка процессора сервера EC2,main_recommended,NAB
478,2014-02-28 00:07:00,40.822,normal,EC2 CPU utilization,%,860,загрузка процессора сервера EC2,main_recommended,NAB
479,2014-02-28 01:07:00,39.408,normal,EC2 CPU utilization,%,862,загрузка процессора сервера EC2,main_recommended,NAB
480,2014-02-28 01:42:00,38.686,normal,EC2 CPU utilization,%,864,загрузка процессора сервера EC2,main_recommended,NAB
481,2014-02-28 02:32:00,38.08,normal,EC2 CPU utilization,%,866,загрузка процессора сервера EC2,main_recommended,NAB
482,2014-02-28 02:57:00,39.906,normal,EC2 CPU utilization,%,867,загрузка процессора сервера EC2,main_recommended,NAB
483,2014-02-28 03:32:00,39.296,normal,EC2 CPU utilization,%,869,загрузка процессора сервера EC2,main_recommended,NAB
484,2014-02-28 04:12:00,36.944,normal,EC2 CPU utilization,%,871,загрузка процессора сервера EC2,main_recommended,NAB
485,2014-02-28 05:07:00,40.234,normal,EC2 CPU utilization,%,873,загрузка процессора сервера EC2,main_recommended,NAB
486,2014-02-28 05:57:00,40.02,normal,EC2 CPU utilization,%,875,загрузка процессора сервера EC2,main_recommended,NAB
487,2014-02-28 06:12:00,37.91,normal,EC2 CPU utilization,%,876,загрузка процессора сервера EC2,main_recommended,NAB
488,2014-02-28 07:07:00,39.62,normal,EC2 CPU utilization,%,878,загрузка процессора сервера EC2,main_recommended,NAB
489,2014-02-28 07:47:00,39.746,normal,EC2 CPU utilization,%,880,загрузка процессора сервера EC2,main_recommended,NAB
490,2014-02-28 08:37:00,38.428,normal,EC2 CPU utilization,%,882,загрузка процессора сервера EC2,main_recommended,NAB
491,2014-02-28 09:12:00,37.816,normal,EC2 CPU utilization,%,884,загрузка процессора сервера EC2,main_recommended,NAB
492,2014-02-28 09:32:00,36.596,normal,EC2 CPU utilization,%,885,загрузка процессора сервера EC2,main_recommended,NAB
493,2014-02-28 10:12:00,38.086,normal,EC2 CPU utilization,%,887,загрузка процессора сервера EC2,main_recommended,NAB
494,2014-02-28 11:07:00,40.684,normal,EC2 CPU utilization,%,889,загрузка процессора сервера EC2,main_recommended,NAB
495,2014-02-28 11:57:00,39.93,normal,EC2 CPU utilization,%,891,загрузка процессора сервера EC2,main_recommended,NAB
496,2014-02-28 12:27:00,38.114,normal,EC2 CPU utilization,%,893,загрузка процессора сервера EC2,main_recommended,NAB
497,2014-02-28 13:07:00,39.712,normal,EC2 CPU utilization,%,894,загрузка процессора сервера EC2,main_recommended,NAB
498,2014-02-28 13:52:00,37.09,normal,EC2 CPU utilization,%,896,загрузка процессора сервера EC2,main_recommended,NAB
499,2014-02-28 14:22:00,37.718,normal,EC2 CPU utilization,%,898,загрузка процессора сервера EC2,main_recommended,NAB
