t,timestamp,value,regime_hint,source_y_name,y_units,Occupancy,original_index,source_y_name_ru,recommended_group,source_dataset
438,2015-02-04 05:49:00,0.0,empty_room,room light level,Lux,0,710,уровень освещённости в помещении,main_recommended,UCI Occupancy
439,2015-02-04 05:55:59,0.0,empty_room,room light level,Lux,0,712,уровень освещённости в помещении,main_recommended,UCI Occupancy
440,2015-02-04 05:58:59,0.0,empty_room,room light level,Lux,0,713,уровень освещённости в помещении,main_recommended,UCI Occupancy
441,2015-02-04 06:08:59,0.0,empty_room,room light level,Lux,0,716,уровень освещённости в помещении,main_recommended,UCI Occupancy
442,2015-02-04 06:16:00,0.0,empty_room,room light level,Lux,0,718,уровень освещённости в помещении,main_recommended,UCI Occupancy
443,2015-02-04 06:22:00,0.0,empty_room,room light level,Lux,0,720,уровень освещённости в помещении,main_recommended,UCI Occupancy
444,2015-02-04 06:26:00,0.0,empty_room,room light level,Lux,0,721,уровень освещённости в помещении,main_recommended,UCI Occupancy
445,2015-02-04 06:32:00,0.0,empty_room,room light level,Lux,0,723,уровень освещённости в помещении,main_recommended,UCI Occupancy
446,2015-02-04 06:36:00,0.0,empty_room,room light level,Lux,0,724,уровень освещённости в помещении,main_recommended,UCI Occupancy
447,2015-02-04 06:42:00,0.0,empty_room,room light level,Lux,0,726,уровень освещённости в помещении,main_recommended,UCI Occupancy
448,2015-02-04 06:49:00,0.0,empty_room,room light level,Lux,0,728,уровень освещённости в помещении,main_recommended,UCI Occupancy
449,2015-02-04 06:52:00,0.0,empty_room,room light level,Lux,0,729,уровень освещённости в помещении,main_recommended,UCI Occupancy
450,2015-02-04 06:59:00,0.0,empty_room,room light level,Lux,0,731,уровень освещённости в помещении,main_recommended,UCI Occupancy
451,2015-02-04 07:01:59,0.0,empty_room,room light level,Lux,0,732,уровень освещённости в помещении,main_recommended,UCI Occupancy
452,2015-02-04 07:08:59,0.0,empty_room,room light level,Lux,0,734,уровень освещённости в помещении,main_recommended,UCI Occupancy
453,2015-02-04 07:15:59,0.0,empty_room,room light level,Lux,0,736,уровень освещённости в помещении,main_recommended,UCI Occupancy
454,2015-02-04 07:19:00,0.0,empty_room,room light level,Lux,0,737,уровень освещённости в помещении,main_recommended,UCI Occupancy
455,2015-02-04 07:28:59,0.0,empty_room,room light level,Lux,0,740,уровень освещённости в помещении,main_recommended,UCI Occupancy
456,2015-02-04 07:34:59,0.0,empty_room,room light level,Lux,0,741,уровень освещённости в помещении,main_recommended,UCI Occupancy
457,2015-02-04 07:37:00,56.3333333333333,empty_room,room light level,Lux,0,742,уровень освещённости в помещении,main_recommended,UCI Occupancy
458,2015-02-04 07:38:59,426.0,occupied_room,room light level,Lux,1,743,уровень освещённости в помещении,main_recommended,UCI Occupancy
459,2015-02-04 07:41:59,419.0,occupied_room,room light level,Lux,1,744,уровень освещённости в помещении,main_recommended,UCI Occupancy
460,2015-02-04 07:46:00,409.8,occupied_room,room light level,Lux,1,745,уровень освещённости в помещении,main_recommended,UCI Occupancy
461,2015-02-04 07:49:00,414.6,empty_room,room light level,Lux,0,746,уровень освещённости в помещении,main_recommended,UCI Occupancy
462,2015-02-04 07:53:00,398.333333333333,occupied_room,room light level,Lux,1,747,уровень освещённости в помещении,main_recommended,UCI Occupancy
463,2015-02-04 07:56:00,412.2,occupied_room,room light level,Lux,1,748,уровень освещённости в помещении,main_recommended,UCI Occupancy
464,2015-02-04 07:59:00,405.0,occupied_room,room light level,Lux,1,749,уровень освещённости в помещении,main_recommended,UCI Occupancy
465,2015-02-04 08:03:00,405.0,occupied_room,room light level,Lux,1,750,уровень освещённости в помещении,main_recommended,UCI Occupancy
466,2015-02-04 08:10:59,419.0,occupied_room,room light level,Lux,1,752,уровень освещённости в помещении,main_recommended,UCI Occupancy
467,2015-02-04 08:13:59,419.0,occupied_room,room light level,Lux,1,753,уровень освещённости в помещении,main_recommended,UCI Occupancy
468,2015-02-04 08:21:00,433.0,occupied_room,room light level,Lux,1,755,уровень освещённости в помещении,main_recommended,UCI Occupancy
469,2015-02-04 08:23:59,442.5,occupied_room,room light level,Lux,1,756,уровень освещённости в помещении,main_recommended,UCI Occupancy
470,2015-02-04 08:26:59,429.0,occupied_room,room light level,Lux,1,757,уровень освещённости в помещении,main_recommended,UCI Occupancy
471,2015-02-04 08:31:00,444.0,occupied_room,room light level,Lux,1,758,уровень освещённости в помещении,main_recommended,UCI Occupancy
472,2015-02-04 08:35:00,444.0,empty_room,room light level,Lux,0,759,уровень освещённости в помещении,main_recommended,UCI Occupancy
473,2015-02-04 08:37:00,444.0,empty_room,room light level,Lux,0,760,уровень освещённости в помещении,main_recommended,UCI Occupancy
474,2015-02-04 08:39:59,460.0,occupied_room,room light level,Lux,1,761,уровень освещённости в помещении,main_recommended,UCI Occupancy
475,2015-02-04 08:43:00,451.6,occupied_room,room light level,Lux,1,762,уровень освещённости в помещении,main_recommended,UCI Occupancy
476,2015-02-04 08:48:00,459.25,occupied_room,room light level,Lux,1,763,уровень освещённости в помещении,main_recommended,UCI Occupancy
477,2015-02-04 08:51:00,454.0,occupied_room,room light level,Lux,1,764,уровень освещённости в помещении,main_recommended,UCI Occupancy
478,2015-02-04 08:55:00,469.0,occupied_room,room light level,Lux,1,765,уровень освещённости в помещении,main_recommended,UCI Occupancy
479,2015-02-04 08:57:00,462.333333333333,empty_room,room light level,Lux,0,766,уровень освещённости в помещении,main_recommended,UCI Occupancy
480,2015-02-04 08:58:59,462.333333333333,occupied_room,room light level,Lux,1,767,уровень освещённости в помещении,main_recommended,UCI Occupancy
481,2015-02-04 09:02:00,471.0,occupied_room,room light level,Lux,1,768,уровень освещённости в помещении,main_recommended,UCI Occupancy
482,2015-02-04 09:07:00,527.25,occupied_room,room light level,Lux,1,769,уровень освещённости в помещении,main_recommended,UCI Occupancy
483,2015-02-04 09:14:00,542.5,occupied_room,room light level,Lux,1,771,уровень освещённости в помещении,main_recommended,UCI Occupancy
484,2015-02-04 09:16:59,567.8,occupied_room,room light level,Lux,1,772,уровень освещённости в помещении,main_recommended,UCI Occupancy
485,2015-02-04 09:23:59,580.0,occupied_room,room light level,Lux,1,774,уровень освещённости в помещении,main_recommended,UCI Occupancy
486,2015-02-04 09:30:59,611.0,occupied_room,room light level,Lux,1,776,уровень освещённости в помещении,main_recommended,UCI Occupancy
487,2015-02-04 09:35:00,632.5,occupied_room,room light level,Lux,1,777,уровень освещённости в помещении,main_recommended,UCI Occupancy
488,2015-02-04 09:40:59,1697.25,occupied_room,room light level,Lux,1,779,уровень освещённости в помещении,main_recommended,UCI Occupancy
489,2015-02-04 09:42:59,685.75,occupied_room,room light level,Lux,1,780,уровень освещённости в помещении,main_recommended,UCI Occupancy
490,2015-02-04 09:51:00,686.5,occupied_room,room light level,Lux,1,782,уровень освещённости в помещении,main_recommended,UCI Occupancy
491,2015-02-04 10:00:00,719.2,occupied_room,room light level,Lux,1,785,уровень освещённости в помещении,main_recommended,UCI Occupancy
492,2015-02-04 10:07:00,747.0,occupied_room,room light level,Lux,1,787,уровень освещённости в помещении,main_recommended,UCI Occupancy
493,2015-02-04 10:09:59,737.8,occupied_room,room light level,Lux,1,788,уровень освещённости в помещении,main_recommended,UCI Occupancy
494,2015-02-04 10:15:59,755.5,occupied_room,room light level,Lux,1,790,уровень освещённости в помещении,main_recommended,UCI Occupancy
495,2015-02-04 10:23:00,758.333333333333,occupied_room,room light level,Lux,1,792,уровень освещённости в помещении,main_recommended,UCI Occupancy
496,2015-02-04 10:27:59,797.5,occupied_room,room light level,Lux,1,793,уровень освещённости в помещении,main_recommended,UCI Occupancy
497,2015-02-04 10:34:59,805.0,occupied_room,room light level,Lux,1,795,уровень освещённости в помещении,main_recommended,UCI Occupancy
498,2015-02-04 10:37:00,793.0,occupied_room,room light level,Lux,1,796,уровень освещённости в помещении,main_recommended,UCI Occupancy
499,2015-02-04 10:43:00,798.0,occupied_room,room light level,Lux,1,798,уровень освещённости в помещении,main_recommended,UCI Occupancy
