t,timestamp,value,regime_hint,source_y_name,y_units,original_index,source_y_name_ru,recommended_group,source_dataset
420,2015-09-16 06:29:00,7.11,anomaly_window_1,traffic sensor occupancy,occupancy units / %,765,занятость дорожного датчика,backup_less_clear,NAB
421,2015-09-16 07:04:00,15.61,anomaly_window_1,traffic sensor occupancy,occupancy units / %,767,занятость дорожного датчика,backup_less_clear,NAB
422,2015-09-16 07:14:00,4.61,anomaly_window_1,traffic sensor occupancy,occupancy units / %,768,занятость дорожного датчика,backup_less_clear,NAB
423,2015-09-16 07:39:00,7.67,anomaly_window_1,traffic sensor occupancy,occupancy units / %,770,занятость дорожного датчика,backup_less_clear,NAB
424,2015-09-16 08:14:00,12.78,anomaly_window_1,traffic sensor occupancy,occupancy units / %,772,занятость дорожного датчика,backup_less_clear,NAB
425,2015-09-16 08:39:00,29.94,anomaly_window_1,traffic sensor occupancy,occupancy units / %,774,занятость дорожного датчика,backup_less_clear,NAB
426,2015-09-16 08:59:00,15.28,anomaly_window_1,traffic sensor occupancy,occupancy units / %,776,занятость дорожного датчика,backup_less_clear,NAB
427,2015-09-16 09:19:00,8.44,anomaly_window_1,traffic sensor occupancy,occupancy units / %,777,занятость дорожного датчика,backup_less_clear,NAB
428,2015-09-16 09:39:00,4.56,anomaly_window_1,traffic sensor occupancy,occupancy units / %,779,занятость дорожного датчика,backup_less_clear,NAB
429,2015-09-16 10:19:00,3.94,anomaly_window_1,traffic sensor occupancy,occupancy units / %,781,занятость дорожного датчика,backup_less_clear,NAB
430,2015-09-16 10:44:00,5.44,anomaly_window_1,traffic sensor occupancy,occupancy units / %,783,занятость дорожного датчика,backup_less_clear,NAB
431,2015-09-16 11:04:00,13.67,anomaly_window_1,traffic sensor occupancy,occupancy units / %,785,занятость дорожного датчика,backup_less_clear,NAB
432,2015-09-16 11:19:00,8.11,anomaly_window_1,traffic sensor occupancy,occupancy units / %,786,занятость дорожного датчика,backup_less_clear,NAB
433,2015-09-16 11:54:00,4.11,anomaly_window_1,traffic sensor occupancy,occupancy units / %,788,занятость дорожного датчика,backup_less_clear,NAB
434,2015-09-16 12:24:00,4.33,anomaly_window_1,traffic sensor occupancy,occupancy units / %,790,занятость дорожного датчика,backup_less_clear,NAB
435,2015-09-16 12:49:00,6.39,anomaly_window_1,traffic sensor occupancy,occupancy units / %,792,занятость дорожного датчика,backup_less_clear,NAB
436,2015-09-16 12:59:00,2.56,anomaly_window_1,traffic sensor occupancy,occupancy units / %,793,занятость дорожного датчика,backup_less_clear,NAB
437,2015-09-16 13:19:00,10.0,anomaly_window_1,traffic sensor occupancy,occupancy units / %,794,занятость дорожного датчика,backup_less_clear,NAB
438,2015-09-16 13:29:00,5.22,normal,traffic sensor occupancy,occupancy units / %,795,занятость дорожного датчика,backup_less_clear,NAB
439,2015-09-16 13:44:00,14.33,normal,traffic sensor occupancy,occupancy units / %,796,занятость дорожного датчика,backup_less_clear,NAB
440,2015-09-16 13:59:00,5.61,normal,traffic sensor occupancy,occupancy units / %,797,занятость дорожного датчика,backup_less_clear,NAB
441,2015-09-16 14:24:00,10.17,normal,traffic sensor occupancy,occupancy units / %,799,занятость дорожного датчика,backup_less_clear,NAB
442,2015-09-16 14:50:00,12.44,normal,traffic sensor occupancy,occupancy units / %,801,занятость дорожного датчика,backup_less_clear,NAB
443,2015-09-16 15:25:00,15.11,normal,traffic sensor occupancy,occupancy units / %,803,занятость дорожного датчика,backup_less_clear,NAB
444,2015-09-16 15:35:00,6.72,normal,traffic sensor occupancy,occupancy units / %,804,занятость дорожного датчика,backup_less_clear,NAB
445,2015-09-16 16:00:00,2.78,normal,traffic sensor occupancy,occupancy units / %,806,занятость дорожного датчика,backup_less_clear,NAB
446,2015-09-16 16:35:00,11.33,normal,traffic sensor occupancy,occupancy units / %,808,занятость дорожного датчика,backup_less_clear,NAB
447,2015-09-16 17:00:00,19.0,normal,traffic sensor occupancy,occupancy units / %,810,занятость дорожного датчика,backup_less_clear,NAB
448,2015-09-16 17:20:00,10.78,normal,traffic sensor occupancy,occupancy units / %,812,занятость дорожного датчика,backup_less_clear,NAB
449,2015-09-16 17:45:00,5.44,normal,traffic sensor occupancy,occupancy units / %,813,занятость дорожного датчика,backup_less_clear,NAB
450,2015-09-16 18:05:00,11.94,normal,traffic sensor occupancy,occupancy units / %,815,занятость дорожного датчика,backup_less_clear,NAB
451,2015-09-16 18:40:00,3.94,normal,traffic sensor occupancy,occupancy units / %,817,занятость дорожного датчика,backup_less_clear,NAB
452,2015-09-16 19:00:00,4.72,normal,traffic sensor occupancy,occupancy units / %,819,занятость дорожного датчика,backup_less_clear,NAB
453,2015-09-16 19:25:00,0.78,normal,traffic sensor occupancy,occupancy units / %,821,занятость дорожного датчика,backup_less_clear,NAB
454,2015-09-16 19:50:00,5.72,normal,traffic sensor occupancy,occupancy units / %,822,занятость дорожного датчика,backup_less_clear,NAB
455,2015-09-16 20:10:00,3.11,normal,traffic sensor occupancy,occupancy units / %,824,занятость дорожного датчика,backup_less_clear,NAB
456,2015-09-16 20:35:00,2.39,normal,traffic sensor occupancy,occupancy units / %,826,занятость дорожного датчика,backup_less_clear,NAB
457,2015-09-16 21:10:00,6.67,normal,traffic sensor occupancy,occupancy units / %,828,занятость дорожного датчика,backup_less_clear,NAB
458,2015-09-16 21:30:00,3.06,normal,traffic sensor occupancy,occupancy units / %,830,занятость дорожного датчика,backup_less_clear,NAB
459,2015-09-16 22:35:00,2.11,normal,traffic sensor occupancy,occupancy units / %,833,занятость дорожного датчика,backup_less_clear,NAB
460,2015-09-16 22:55:00,4.33,normal,traffic sensor occupancy,occupancy units / %,835,занятость дорожного датчика,backup_less_clear,NAB
461,2015-09-16 23:40:00,1.56,normal,traffic sensor occupancy,occupancy units / %,837,занятость дорожного датчика,backup_less_clear,NAB
462,2015-09-17 00:05:00,2.56,normal,traffic sensor occupancy,occupancy units / %,838,занятость дорожного датчика,backup_less_clear,NAB
463,2015-09-17 00:10:00,4.28,normal,traffic sensor occupancy,occupancy units / %,839,занятость дорожного датчика,backup_less_clear,NAB
464,2015-09-17 00:30:00,0.94,anomaly_window_2,traffic sensor occupancy,occupancy units / %,840,занятость дорожного датчика,backup_less_clear,NAB
465,2015-09-17 01:10:00,3.83,anomaly_window_2,traffic sensor occupancy,occupancy units / %,841,занятость дорожного датчика,backup_less_clear,NAB
466,2015-09-17 01:20:00,1.0,anomaly_window_2,traffic sensor occupancy,occupancy units / %,842,занятость дорожного датчика,backup_less_clear,NAB
467,2015-09-17 03:45:00,0.72,anomaly_window_2,traffic sensor occupancy,occupancy units / %,844,занятость дорожного датчика,backup_less_clear,NAB
468,2015-09-17 04:25:00,1.39,anomaly_window_2,traffic sensor occupancy,occupancy units / %,846,занятость дорожного датчика,backup_less_clear,NAB
469,2015-09-17 04:45:00,0.0,anomaly_window_2,traffic sensor occupancy,occupancy units / %,848,занятость дорожного датчика,backup_less_clear,NAB
470,2015-09-17 05:10:00,4.72,anomaly_window_2,traffic sensor occupancy,occupancy units / %,849,занятость дорожного датчика,backup_less_clear,NAB
471,2015-09-17 05:35:00,6.39,anomaly_window_2,traffic sensor occupancy,occupancy units / %,851,занятость дорожного датчика,backup_less_clear,NAB
472,2015-09-17 06:00:00,8.06,anomaly_window_2,traffic sensor occupancy,occupancy units / %,853,занятость дорожного датчика,backup_less_clear,NAB
473,2015-09-17 06:30:00,2.89,anomaly_window_2,traffic sensor occupancy,occupancy units / %,855,занятость дорожного датчика,backup_less_clear,NAB
474,2015-09-17 07:00:00,13.17,anomaly_window_2,traffic sensor occupancy,occupancy units / %,857,занятость дорожного датчика,backup_less_clear,NAB
475,2015-09-17 07:05:00,5.94,anomaly_window_2,traffic sensor occupancy,occupancy units / %,858,занятость дорожного датчика,backup_less_clear,NAB
476,2015-09-17 07:40:00,7.78,anomaly_window_2,traffic sensor occupancy,occupancy units / %,860,занятость дорожного датчика,backup_less_clear,NAB
477,2015-09-17 08:05:00,14.17,anomaly_window_2,traffic sensor occupancy,occupancy units / %,862,занятость дорожного датчика,backup_less_clear,NAB
478,2015-09-17 08:35:00,6.5,anomaly_window_2,traffic sensor occupancy,occupancy units / %,864,занятость дорожного датчика,backup_less_clear,NAB
479,2015-09-17 09:00:00,10.67,anomaly_window_2,traffic sensor occupancy,occupancy units / %,866,занятость дорожного датчика,backup_less_clear,NAB
480,2015-09-17 09:15:00,7.72,anomaly_window_2,traffic sensor occupancy,occupancy units / %,867,занятость дорожного датчика,backup_less_clear,NAB
481,2015-09-17 09:50:00,4.0,anomaly_window_2,traffic sensor occupancy,occupancy units / %,869,занятость дорожного датчика,backup_less_clear,NAB
482,2015-09-17 10:10:00,15.5,anomaly_window_2,traffic sensor occupancy,occupancy units / %,871,занятость дорожного датчика,backup_less_clear,NAB
483,2015-09-17 10:50:00,12.67,anomaly_window_2,traffic sensor occupancy,occupancy units / %,873,занятость дорожного датчика,backup_less_clear,NAB
484,2015-09-17 11:10:00,7.67,anomaly_window_2,traffic sensor occupancy,occupancy units / %,875,занятость дорожного датчика,backup_less_clear,NAB
485,2015-09-17 11:20:00,10.94,anomaly_window_2,traffic sensor occupancy,occupancy units / %,876,занятость дорожного датчика,backup_less_clear,NAB
486,2015-09-17 11:50:00,9.56,anomaly_window_2,traffic sensor occupancy,occupancy units / %,878,занятость дорожного датчика,backup_less_clear,NAB
487,2015-09-17 12:15:00,9.22,anomaly_window_2,traffic sensor occupancy,occupancy units / %,880,занятость дорожного датчика,backup_less_clear,NAB
488,2015-09-17 12:55:00,4.33,anomaly_window_2,traffic sensor occupancy,occupancy units / %,882,занятость дорожного датчика,backup_less_clear,NAB
489,2015-09-17 13:05:00,12.44,anomaly_window_2,traffic sensor occupancy,occupancy units / %,883,занятость дорожного датчика,backup_less_clear,NAB
490,2015-09-17 13:15:00,6.5,normal,traffic sensor occupancy,occupancy units / %,884,занятость дорожного датчика,backup_less_clear,NAB
491,2015-09-17 13:25:00,16.94,normal,traffic sensor occupancy,occupancy units / %,885,занятость дорожного датчика,backup_less_clear,NAB
492,2015-09-17 13:50:00,2.56,normal,traffic sensor occupancy,occupancy units / %,886,занятость дорожного датчика,backup_less_clear,NAB
493,2015-09-17 14:05:00,15.33,normal,traffic sensor occupancy,occupancy units / %,887,занятость дорожного датчика,backup_less_clear,NAB
494,2015-09-17 14:25:00,14.94,normal,traffic sensor occupancy,occupancy units / %,889,занятость дорожного датчика,backup_less_clear,NAB
495,2015-09-17 14:58:00,0.61,normal,traffic sensor occupancy,occupancy units / %,891,занятость дорожного датчика,backup_less_clear,NAB
496,2015-09-17 15:23:00,10.78,normal,traffic sensor occupancy,occupancy units / %,893,занятость дорожного датчика,backup_less_clear,NAB
497,2015-09-17 15:28:00,5.67,normal,traffic sensor occupancy,occupancy units / %,894,занятость дорожного датчика,backup_less_clear,NAB
498,2015-09-17 15:54:00,4.39,normal,traffic sensor occupancy,occupancy units / %,896,занятость дорожного датчика,backup_less_clear,NAB
499,2015-09-17 16:24:00,8.06,normal,traffic sensor occupancy,occupancy units / %,898,занятость дорожного датчика,backup_less_clear,NAB
